
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd
USGS	02362810	BIG CREEK NEAR CLIO AL	ST	314240	0854112	31.71127456	-85.68660940	M	U	NAD27	NAD83	01	01
USGS	02362850	RICHLAND CREEK NEAR BRUNDIDGE AL	ST	314331	0854328	31.72544056	-85.72438800	M	U	NAD27	NAD83	01	01
USGS	02362900	BOWDEN MILL CREEK NEAR BRUNDIDGE AL	ST	314008	0854659	31.66905210	-85.78299910	M	U	NAD27	NAD83	01	01
USGS	02363000	PEA RIVER NEAR ARITON AL	ST	313541	0854659	31.59488716	-85.78299750	M	U	NAD27	NAD83	01	01
USGS	02363005	PEA RIVER TRIBUTARY NEAR ROETON, AL.	ST	313545	0854836	31.59599786	-85.80994270	M	U	NAD27	NAD83	01	01
USGS	02363053	PEA RIVER NEAR ENTERPRISE, AL.	ST	312821	0855415	31.47266630	-85.90410930	M	U	NAD27	NAD83	01	01
USGS	02363055	MOORES BRANCH NEAR VICTORIA AL	ST	312747	0855357	31.46322218	-85.89910900	M	U	NAD27	NAD83	01	01
USGS	02363100	PEA RIVER NEAR ELBA AL	ST	312558	0855811	31.43294439	-85.96966590	M	U	NAD27	NAD83	01	01
USGS	02363195	WHITEWATER CREEK ABOVE BRUNDIDGE, ALA	ST	314439	0855142	31.74432679	-85.86161390	M	U	NAD27	NAD83	01	01
USGS	02363200	WHITEWATER CREEK NEAR BRUNDIDGE AL	ST	314343	0855217	31.72877145	-85.87133600	M	U	NAD27	NAD83	01	01
USGS	02363225	TRIBUTARY TO WALNUT CREEK NEAR TROY	ST	314719	0855642	31.78876865	-85.94495000	M	S	NAD27	NAD83	01	01
USGS	02363230	WALNUT CREEK NR TROY, ALA	ST	314621	0855528	31.77265828	-85.92439380	M	U	NAD27	NAD83	01	01
USGS	02363240	WALNUT CREEK AT CO. RD. 63, NR. TROY, AL.	ST	314342	0855530	31.72849274	-85.92494860	M	U	NAD27	NAD83	01	01
USGS	02363260	WHITEWATER CREEK NEAR TARENTUM, AL.	ST	313811	0855522	31.63655074	-85.92272430	M	U	NAD27	NAD83	01	01
USGS	02363270	MIMS CREEK NR BRUNDIDGE, ALA	ST	334055	0855214	33.68204698	-85.87052190	M	U	NAD27	NAD83	01	01
USGS	02363280	WHITEWATER CREEK NR TARENTUM, ALA	ST	313811	0855522	31.63655074	-85.92272430	M	U	NAD27	NAD83	01	01
USGS	02363300	WHITEWATER CREEK NEAR ARCUS AL	ST	313020	0860154	31.50571976	-86.03161360	M	U	NAD27	NAD83	01	01
USGS	02363330	BIG CREEK NR SPRING HILL, ALA	ST	314041	0855939	31.67821516	-85.99411600	M	U	NAD27	NAD83	01	01
USGS	02363375	BIG CREEK NR JACK, ALA	ST	313228	0860310	31.54127420	-86.05272620	M	U	NAD27	NAD83	01	01
USGS	02363400	BIG CREEK NEAR ARCUS AL	ST	312919	0860311	31.48877570	-86.05300290	M	U	NAD27	NAD83	01	01
USGS	02363500	WHITEWATER CREEK AT ELBA AL	ST	312454	0860344	31.41516645	-86.06216850	M	U	NAD27	NAD83	01	01
USGS	02363550	WHITEWATER CREEK AT MOUTH AT ELBA, ALA	ST	312455	0860344	31.41544420	-86.06216860	M	U	NAD27	NAD83	01	01
USGS	02364000	PEA RIVER AT ELBA, AL.	ST	312448	0860347	31.41349980	-86.06300190	M	U	NAD27	NAD83	01	01
USGS	02364050	BEAVERDAM CREEK AT STATE HWY 203 AT ELBA, AL	ST	312520	0860507	31.42238837	-86.08522500	M	S	NAD27	NAD83	01	01
